budget,genres,id,production_companies,release_date,release_month,revenue,tagline,title,vote_average,award_noms
1300000,Drama,336804,"[{'name': 'FilmfÃ¶rderungsanstalt (FFA)', 'id': 4247}, {'name': 'Canal+', 'id': 5358}, {'name': 'Doha Film Institute', 'id': 8152}, {'name': 'CinÃ©+', 'id': 10611}, {'name': 'ZDF/Arte', 'id': 11237}, {'name': 'Centre National de la CinÃ©matographie (CNC)', 'id': 18367}, {'name': 'Kinology', 'id': 18626}, {'name': 'Film- und Medienstiftung NRW', 'id': 22627}, {'name': 'CG CinÃ©ma', 'id': 51696}, {'name': 'Doha Film Institute, The', 'id': 72917}, {'name': 'Vistamar Filmproduktion', 'id': 72918}, {'name': 'Uhlandfilm', 'id': 72919}, {'name': 'Bam Film', 'id': 72920}, {'name': 'Turkish Culture Ministry', 'id': 72921}]",6/17/2015,June,250000,Their spirit would never be broken,Mustang,8,0
310000,Comedy,189227,"[{'name': 'Studio Green', 'id': 12630}, {'name': 'Thirukumaran Entertainment', 'id': 14294}]",5/1/2013,May,12000000,Evil Engulfs,Soodhu Kavvum,7,0
14000000,Adventure,348892,"[{'name': 'Eros International', 'id': 3653}, {'name': 'Rockline Entertainments', 'id': 44306}, {'name': 'Kabir Khan Films', 'id': 59293}, {'name': 'Salman Khan Films', 'id': 59294}]",7/17/2015,July,98000000,,Bajrangi Bhaijaan,7.7,0
135000000,Western,281957,"[{'name': 'Regency Enterprises', 'id': 508}, {'name': 'Appian Way', 'id': 562}, {'name': 'CatchPlay', 'id': 8870}, {'name': 'Anonymous Content', 'id': 10039}, {'name': 'New Regency Pictures', 'id': 10104}, {'name': 'Hong Kong Alpha Motion Pictures Co.', 'id': 13796}, {'name': 'RatPac Entertainment', 'id': 28732}, {'name': 'M Productions', 'id': 52660}, {'name': 'Monarchy Enterprises S.a.r.l.', 'id': 77845}]",12/25/2015,December,532950503,"(n. One who has returned, as if from the dead.)",The Revenant,7.3,12
11000000,Mystery,282984,"[{'name': 'Sony Pictures', 'id': 34}, {'name': 'Gravier Productions', 'id': 1824}, {'name': 'Perdido Productions', 'id': 12966}]",7/17/2015,July,27391084,,Irrational Man,6.3,0
40000000,Action,256040,"[{'name': 'Arka Media Works', 'id': 57946}]",7/10/2015,July,100000000,,Baahubali: The Beginning,7.5,0
30000000,Action,307081,"[{'name': 'Escape Artists', 'id': 1423}, {'name': 'Riche-Ludwig Productions', 'id': 28438}]",6/15/2015,June,91709827,Believe in Hope.,Southpaw,7.3,0
30000000,Action,273481,"[{'name': 'Lionsgate', 'id': 1632}, {'name': 'Thunder Road Pictures', 'id': 3528}, {'name': 'Black Label Media', 'id': 33681}]",9/17/2015,September,84025816,The border is just another line to cross.,Sicario,7.2,0
8000000,Animation,291270,"[{'name': 'Starburns Industries', 'id': 32542}]",12/30/2015,December,5659286,,Anomalisa,6.9,0
14000000,Drama,318781,"[{'name': 'Majestic Filmproduktion', 'id': 2094}, {'name': 'Rat Pack Filmproduktion', 'id': 5754}, {'name': 'Iris productions', 'id': 6938}, {'name': 'Fred Films', 'id': 88045}]",2/18/2016,February,3621046,There is no turning back,Colonia,7.4,0
13000000,Thriller,157544,"[{'name': 'Lakeshore Entertainment', 'id': 126}, {'name': 'Lionsgate', 'id': 1632}, {'name': 'H2F Entertainment', 'id': 20851}, {'name': 'Pantelion Films', 'id': 58399}]",7/24/2015,July,1784763,"For 2,000 years the Vatican has recorded evidence of evil. May God have mercy on their souls.",The Vatican Tapes,4.6,0
35000000,Comedy,257211,"[{'name': 'Waverly Films', 'id': 735}, {'name': 'Warner Bros.', 'id': 6194}]",9/24/2015,September,194564672,Experience never gets old,The Intern,7.1,0
3000000,Drama,292431,"[{'name': 'Wild Bunch', 'id': 856}, {'name': 'Les CinÃ©mas de la Zone', 'id': 1157}, {'name': 'Rectangle Productions', 'id': 2700}, {'name': 'Scope Pictures', 'id': 11199}, {'name': 'RT Features', 'id': 30666}]",7/6/2015,July,249083,,Love,5.2,0
6000000,Drama,264644,"[{'name': 'TÃ©lÃ©film Canada', 'id': 806}, {'name': 'Film 4', 'id': 2335}, {'name': 'Element Pictures', 'id': 3353}, {'name': 'Irish Film Board', 'id': 5267}, {'name': 'FilmNation Entertainment', 'id': 7493}, {'name': 'No Trace Camping', 'id': 35846}, {'name': 'A24', 'id': 41077}, {'name': 'Elevation Pictures', 'id': 82552}]",10/16/2015,October,35401758,Love knows no boundaries,Room,8.1,4
5000000,Thriller,328425,"[{'name': 'Blumhouse Productions', 'id': 3172}, {'name': 'Blue-Tongue Films', 'id': 32299}, {'name': 'Huayi Brothers Media', 'id': 39649}, {'name': 'STX Entertainment', 'id': 47729}, {'name': 'Ahimsa Films', 'id': 69542}]",7/30/2015,July,58978653,Not every gift is welcome.,The Gift,6.7,0
3500000,Mystery,310131,"[{'name': 'Parts and Labor', 'id': 6531}, {'name': 'RT Features', 'id': 30666}, {'name': 'Rooks Nest Entertainment', 'id': 34456}, {'name': 'Maiden Voyage Pictures', 'id': 41641}, {'name': 'Pulse Films', 'id': 57430}, {'name': 'Scythia Films', 'id': 61011}, {'name': 'Code Red Productions', 'id': 79434}, {'name': 'Mott Street Pictures', 'id': 79435}, {'name': 'Very Special Projects', 'id': 79436}]",2/19/2016,February,40423945,Evil takes many forms.,The Witch,6.3,0
5000000,Comedy,300667,"[{'name': 'IM Global', 'id': 7437}, {'name': 'Big Beach Films', 'id': 12808}]",2/11/2016,February,443962,A Family In Transition,3 Generations,6.1,0
8000000,Drama,121640,"[{'name': 'Bedlam Productions', 'id': 5005}, {'name': 'H.W. Buffalo & Co', 'id': 58714}]",10/14/2012,October,42330,,Zaytoun,6.6,0
5000000,Horror,298312,"[{'name': 'Blumhouse Productions', 'id': 3172}, {'name': 'Blinding Edge Pictures', 'id': 12236}]",9/10/2015,September,98450062,No one loves you like your grandparents.,The Visit,6,0
19500000,Crime,290751,"[{'name': 'Ingenious Media', 'id': 290}, {'name': 'Gran Via Productions', 'id': 2605}, {'name': 'IM Global', 'id': 7437}, {'name': 'STX Entertainment', 'id': 47729}, {'name': 'Route One Entertainment', 'id': 80834}, {'name': 'Union Investment Partners', 'id': 88607}, {'name': 'SITE Productions', 'id': 88608}, {'name': ""Willie's Movies"", 'id': 88609}]",10/14/2015,October,34854990,The truth lies in the most unexpected places.,Secret in Their Eyes,6.2,0
10000000,Horror,283445,"[{'name': 'Alliance Films', 'id': 2514}, {'name': 'Blumhouse Productions', 'id': 3172}, {'name': 'IM Global', 'id': 7437}, {'name': 'Automatik Entertainment', 'id': 7625}, {'name': 'Entertainment One', 'id': 8147}, {'name': 'Tank Caterpillar', 'id': 69110}, {'name': 'Steady Aim', 'id': 69111}]",8/19/2015,August,52882018,"Be careful, children at play.",Sinister 2,5.5,0
28000000,Comedy,261392,"[{'name': 'Lionsgate', 'id': 1632}, {'name': 'Likely Story', 'id': 1785}, {'name': 'FilmNation Entertainment', 'id': 7493}, {'name': 'Circle of Confusion', 'id': 23921}, {'name': 'The Bridge Finance Company', 'id': 39707}, {'name': 'Merced Media Partners', 'id': 45358}, {'name': 'PalmStar Media', 'id': 49152}]",8/19/2015,August,27139524,Everyone's getting smoked.,American Ultra,6,0
5000000,Action,192141,"[{'name': 'Bold Films', 'id': 2266}, {'name': 'Living Films', 'id': 2877}, {'name': 'Brothers Dowdle Productions', 'id': 66930}]",8/26/2015,August,54418872,No rescue. No refuge.,No Escape,6.7,0
28000000,Drama,277216,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Universal Pictures', 'id': 33}, {'name': 'Legendary Pictures', 'id': 923}, {'name': 'Cube Vision', 'id': 2780}, {'name': 'Broken Chair Flickz', 'id': 63924}, {'name': 'Crucial Films', 'id': 63925}]",8/13/2015,August,201634991,The Story of N.W.A.,Straight Outta Compton,7.7,0
100000,Comedy,308084,"[{'name': 'Duplass Brothers Productions', 'id': 1974}, {'name': 'Through Films', 'id': 55289}]",7/10/2015,July,702354,,Tangerine,6.9,0
60000000,Drama,274479,"[{'name': 'Fox 2000 Pictures', 'id': 711}, {'name': 'Davis Entertainment', 'id': 1302}, {'name': 'Annapurna Pictures', 'id': 13184}, {'name': 'TSG Entertainment', 'id': 22213}]",12/24/2015,December,101134059,,Joy,6.4,0
25000000,Drama,17935,"[{'name': 'Central Partnership', 'id': 9342}]",4/2/2009,April,16815892,,Iron & Blood: The Legend of Taras Bulba,5,0
40000000,Drama,228066,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Davis Entertainment', 'id': 1302}, {'name': 'Moving Picture Company (MPC)', 'id': 20478}, {'name': 'TSG Entertainment', 'id': 22213}]",11/10/2015,November,34227298,Discover the origin of the monster and his creation.,Victor Frankenstein,5.6,0
500000,Documentary,84401,[],2/24/2012,February,845188,"Before there was Fiddler, there was Tevye... and the man who created him.",Sholem Aleichem: Laughing In The Darkness,7,0
11180,Drama,98203,"[{'name': 'Centerstage Productions', 'id': 7008}, {'name': 'Star Cinema Productions', 'id': 10417}, {'name': 'Swift Productions', 'id': 23812}]",9/5/2012,September,24591,Even choice is not an option.,Captive,5.9,0
16000000,Drama,301875,"[{'name': 'Scott Free Productions', 'id': 1645}, {'name': 'Infinite Frameworks Studios', 'id': 14446}, {'name': 'Freedom Media', 'id': 33769}, {'name': 'A24', 'id': 41077}, {'name': 'Route One Entertainment', 'id': 80835}]",7/15/2015,July,2084628,Find your equal.,Equals,5.9,0
15000000,Comedy,273477,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Oops Doughnuts Productions', 'id': 5698}, {'name': 'Broken Road Productions', 'id': 8000}, {'name': 'Brucks Entertainment', 'id': 69656}]",10/23/2015,October,14860766,Always bring protection.,Scouts Guide to the Zombie Apocalypse,6.2,0
14000000,Drama,245168,"[{'name': 'Ruby Films', 'id': 2054}, {'name': 'PathÃ©', 'id': 7981}, {'name': 'Film4', 'id': 9349}]",10/16/2015,October,16002420,Mothers. Daughters. Rebels.,Suffragette,7.1,0
6000000,Drama,301351,"[{'name': 'Working Title Films', 'id': 10163}]",8/26/2015,August,11122090,The world is yours.,We Are Your Friends,6.3,0
3000000,Drama,323272,"[{'name': 'Provident Films', 'id': 3291}, {'name': 'Affirm Films', 'id': 10156}, {'name': 'Kendrick Brothers Productions', 'id': 69411}]",8/28/2015,August,67790117,Prayer is a Powerful Weapon,War Room,6.9,0
25000000,Crime,276907,"[{'name': 'Working Title Films', 'id': 10163}, {'name': 'Cross Creek Pictures', 'id': 10246}, {'name': 'Anton Capital Entertainment (ACE)', 'id': 20664}]",9/9/2015,September,42972994,"Love, fight, live, rule like a legend.",Legend,6.7,0
15000000,Drama,306819,"[{'name': 'Pretty Pictures', 'id': 8875}, {'name': 'Working Title Films', 'id': 10163}, {'name': 'ArtÃ©mis Productions', 'id': 11773}, {'name': 'Le Tax Shelter du Gouvernement FÃ©dÃ©ral de Belgique', 'id': 11921}, {'name': 'Taxshelter. be', 'id': 11922}, {'name': 'Shelter Productions', 'id': 23200}, {'name': 'Senator Global Productions', 'id': 73536}, {'name': 'Kvinde Films', 'id': 73537}, {'name': 'ReVision Pictures', 'id': 73538}, {'name': 'Copenhagen Film Fund', 'id': 73539}]",11/27/2015,November,64191523,Find the courage to be yourself.,The Danish Girl,7.4,4
5000000,Horror,313922,"[{'name': 'Film Science', 'id': 1976}, {'name': 'Broad Green Pictures', 'id': 49389}]",4/15/2016,April,3220371,One way in. No way out.,Green Room,6.7,0
6000000,Drama,283587,"[{'name': 'Participant Media', 'id': 6735}, {'name': 'Focus Features', 'id': 10146}, {'name': 'Red Crown Productions', 'id': 16945}]",9/11/2015,September,9077700,Child. Captive. Killer.,Beasts of No Nation,7.6,0
6000000,Comedy,328589,"[{'name': 'BBC Films', 'id': 288}, {'name': 'TriStar Productions', 'id': 53151}]",11/13/2015,November,41387687,A mostly true story,The Lady in the Van,6,0
1556288,Thriller,310123,[],11/28/2014,November,1268395,Come Play With Fire,Zid,7.5,0
25000000,Thriller,287948,"[{'name': 'EuropaCorp', 'id': 6896}]",9/3/2015,September,72629670,He Delivers.,The Transporter Refueled,5.3,0
25496629,Comedy,86868,"[{'name': 'Les Films Manuel Munz', 'id': 3092}, {'name': 'TÃ©lÃ©graphe', 'id': 22763}, {'name': 'Vertigo', 'id': 23084}, {'name': 'La VÃ©ritÃ© Production', 'id': 23545}]",1/31/2012,January,40924982,"Truth, we missed you!",La VÃ©ritÃ© si je Mens ! 3,5.3,0
2500000,Drama,263472,"[{'name': 'Universum Film (UFA)', 'id': 12372}, {'name': 'Dragonfly Entertainment', 'id': 18142}, {'name': 'Black Bear Pictures', 'id': 22146}, {'name': 'Sobras International Pictures', 'id': 55497}, {'name': 'Camp Grey', 'id': 83744}, {'name': 'Lionsgate Premiere', 'id': 85885}]",6/26/2015,June,6341684,One night can cost you everything.,Knock Knock,4.9,0
2200000,Drama,81481,"[{'name': 'CJ Entertainment', 'id': 7036}, {'name': 'Sangeori Pictures', 'id': 12619}, {'name': 'Fantagio', 'id': 12620}]",9/22/2011,September,31500000,"The hideous truth, concealed far too long.",Silenced,8,0
130000,Drama,74254,[],9/11/2007,September,1677,Many have arrived. Few have survived.,The House of Usher,5,0
10000000,Comedy,303991,"[{'name': 'Sidney Kimmel Entertainment', 'id': 737}, {'name': 'Mr. Mudd Production', 'id': 2130}, {'name': 'Right of Way Films', 'id': 32157}, {'name': 'Black Label Media', 'id': 33681}]",4/6/2016,April,1978592,Life: Some disassembly required.,Demolition,6.6,0
28000000,Comedy,10317,"[{'name': 'Participant Media', 'id': 6735}, {'name': 'Smokehouse Pictures', 'id': 22695}]",9/11/2015,September,7002261,May the best campaign win.,Our Brand Is Crisis,5.8,0
11097000,Action,84858,"[{'name': 'Dharma Productions', 'id': 19146}]",1/25/2012,January,49028000,,Agneepath,6.3,0
6400000,Romance,118051,"[{'name': 'Eros International', 'id': 3653}, {'name': 'Illuminati Films Pvt Ltd', 'id': 3930}, {'name': 'Prime Focus', 'id': 15357}]",7/13/2012,July,18800000,Sometimes good friends may be too good to share...,Cocktail,6.2,0
15000000,Action,253450,"[{'name': 'Media Asia Films', 'id': 5552}, {'name': 'Sil-Metropole Organisation', 'id': 5686}, {'name': 'Central Motion Pictures', 'id': 25345}, {'name': 'Zhejiang Huace Film & TV', 'id': 85047}, {'name': 'China Dream Film Culture Industry', 'id': 85048}, {'name': 'SpotFilms', 'id': 85049}]",8/27/2015,August,632542,,The Assassin,6.6,0
25000000,Comedy,296100,"[{'name': 'Sony Pictures', 'id': 34}, {'name': 'Point Grey Pictures', 'id': 16615}, {'name': 'Good Universe', 'id': 17393}]",11/20/2015,November,52395996,"Their past, present and future. All in one night.",The Night Before,6.1,0
55000000,Adventure,253412,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Working Title Films', 'id': 10163}, {'name': 'Walden Media', 'id': 10221}, {'name': 'Cross Creek Pictures', 'id': 10246}, {'name': 'Free State Pictures', 'id': 40106}, {'name': 'RVK Studios', 'id': 62693}]",9/10/2015,September,203427584,The Storm Awaits.,Everest,6.7,0
40000000,Action,334298,"[{'name': 'Edko Films', 'id': 10284}]",7/16/2015,July,385284817,,Monster Hunt,5.7,0
20000000,Drama,314365,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Participant Media', 'id': 6735}, {'name': 'Anonymous Content', 'id': 10039}, {'name': 'Rocklin / Faust', 'id': 42421}, {'name': 'First Look Media', 'id': 75807}]",11/6/2015,November,88346473,Break the story. Break the silence.,Spotlight,7.8,6
1000000,War,336050,"[{'name': 'Laokoon Filmgroup', 'id': 12520}, {'name': 'Hungarian National Film Fund', 'id': 48581}]",6/11/2015,June,1777043,,Son of Saul,7.1,1
19000000,Thriller,245698,"[{'name': 'PalmStar Media', 'id': 49152}, {'name': 'Gail Katz Productions', 'id': 54931}]",9/16/2015,September,5578519,On the board he fought the Cold War. In his mind he fought his madness.,Pawn Sacrifice,6.7,0
10000000,Action,325348,"[{'name': 'Bazelevs Production', 'id': 1038}, {'name': 'Huayi Brothers Media', 'id': 39649}, {'name': 'Versus Pictures', 'id': 73079}]",9/12/2015,September,14333790,First they made him dangerous. Then they made him mad.,Hardcore Henry,6.2,0
20000000,Drama,295964,"[{'name': 'Double Feature Films', 'id': 215}, {'name': 'PeaPie Films', 'id': 32243}, {'name': '3 Arts Entertainment', 'id': 36390}]",10/2/2015,October,36606743,Never underestimate a man with everything to lose.,Burnt,6.3,0
4100000,Drama,205017,"[{'name': 'Balaji Motion Pictures', 'id': 3750}, {'name': 'Phantom Productions', 'id': 8444}]",4/4/2013,April,4300000,,Lootera,6.6,0
7400000,Drama,268660,"[{'name': 'Weekend Blockbusters', 'id': 32731}, {'name': 'Anwar Rasheed Entertainment', 'id': 32732}]",5/30/2014,May,1300000,Three cousins set out to fulfill their Bangalore dreams.,Bangalore Days,7.4,0
220000,Comedy,257160,"[{'name': 'Ananya Films', 'id': 24235}]",2/7/2014,February,1500000,,Ohm Shanthi Oshaana,6.9,0
3000000,Drama,38637,[],11/14/2008,November,14000000,,Vaaranam Aayiram,7.5,0
80000000,Animation,159824,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Sony Pictures Animation', 'id': 2251}]",9/21/2015,September,473226958,They're back to raise a little terror,Hotel Transylvania 2,6.7,0
7000000,Romance,306745,"[{'name': 'Double Feature Films', 'id': 215}, {'name': 'Endgame Entertainment', 'id': 1205}, {'name': 'High Frequency Entertainment', 'id': 52053}]",10/2/2015,October,573335,A true story of love and injustice.,Freeheld,7.1,1
10000000,Drama,314385,"[{'name': 'Plan B Entertainment', 'id': 81}, {'name': 'Jolie Pas', 'id': 39443}, {'name': 'Pellikola', 'id': 73249}]",11/12/2015,November,3727746,,By the Sea,5.4,0
64000000,Adventure,309809,"[{'name': 'Onyx Films', 'id': 2203}, {'name': 'NetFlix', 'id': 8858}, {'name': 'Orange Studios', 'id': 15433}, {'name': 'CityMation', 'id': 41042}, {'name': 'On Entertainment', 'id': 59725}, {'name': 'Zippcast Films', 'id': 60658}]",7/29/2015,July,97571250,Growing up isn't the problem... forgetting is.,The Little Prince,7.6,0
149000000,Action,297762,"[{'name': 'Dune Entertainment', 'id': 444}, {'name': 'Atlas Entertainment', 'id': 507}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'DC Entertainment', 'id': 9993}, {'name': 'Cruel & Unusual Films', 'id': 9995}, {'name': 'TENCENT PICTURES', 'id': 81620}, {'name': 'Wanda Pictures', 'id': 83838}]",5/30/2017,May,820580447,Power. Grace. Wisdom. Wonder.,Wonder Woman,7.2,0
18000000,Drama,339988,"[{'name': 'Likely Story', 'id': 1785}, {'name': 'Playtone', 'id': 4171}, {'name': 'Image Nation', 'id': 53299}]",4/27/2017,April,20497844,Knowing is good. Knowing everything is better.,The Circle,5.4,0
46000000,Drama,68730,"[{'name': 'CatchPlay', 'id': 8870}, {'name': 'Waypoint Entertainment', 'id': 22842}, {'name': 'Cappa Defina Productions', 'id': 23033}, {'name': 'Sikelia Productions', 'id': 23243}, {'name': 'FÃ¡brica de Cine', 'id': 54537}, {'name': 'Emmett Furla Oasis Films (EFO Films)', 'id': 73685}, {'name': 'SharpSword Films', 'id': 86060}]",12/22/2016,December,23737523,Sometimes silence is the deadliest sound,Silence,7,0
40000000,Thriller,296098,"[{'name': 'DreamWorks SKG', 'id': 27}, {'name': 'Amblin Entertainment', 'id': 56}, {'name': 'Studio Babelsberg', 'id': 264}, {'name': 'Fox 2000 Pictures', 'id': 711}, {'name': 'Marc Platt Productions', 'id': 2527}, {'name': 'Participant Media', 'id': 6735}, {'name': 'Reliance Entertainment', 'id': 7294}, {'name': 'TSG Entertainment', 'id': 22213}]",10/15/2015,October,165478348,"In the shadow of war, one man showed the world what we stood for.",Bridge of Spies,7.2,6
22000000,Comedy,270487,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Mike Zoss Productions', 'id': 2092}, {'name': 'Working Title Films', 'id': 10163}]",2/5/2016,February,63647656,Lights. Camera. Abduction.,"Hail, Caesar!",5.7,0
3196621,Comedy,318917,"[{'name': 'Constantin Film', 'id': 47}]",10/8/2015,October,25513752,,Look Who's Back,6.8,0
5000000,Drama,329819,"[{'name': 'Les Films du Kiosque', 'id': 2951}, {'name': 'France 2 CinÃ©ma', 'id': 15671}]",5/13/2015,May,26144,,Standing Tall,7.3,0
12000000,Action,129850,"[{'name': 'Emperor Motion Pictures', 'id': 2726}]",8/14/2012,August,117629,,The Bullet Vanishes,6,0
58000000,Adventure,257445,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Village Roadshow Pictures', 'id': 79}, {'name': 'Original Film', 'id': 333}, {'name': 'Sony Pictures Animation', 'id': 2251}, {'name': 'Sony Pictures Entertainment (SPE)', 'id': 7431}, {'name': 'Scholastic Entertainment', 'id': 30246}, {'name': 'LStar Capital', 'id': 34034}]",8/5/2015,August,158162788,The stories are alive.,Goosebumps,6.2,0
12000000,Drama,304372,"[{'name': 'Screen Gems', 'id': 3287}]",9/11/2015,September,60273173,"Trust one, fear the other.",The Perfect Guy,5.6,0
15000000,Comedy,253414,"[{'name': 'Shangri-La Entertainment', 'id': 2265}, {'name': 'QED International', 'id': 11029}, {'name': 'Dune Films', 'id': 19477}, {'name': 'Venture Forth', 'id': 20313}]",10/22/2015,October,3020664,Opportunity rocks where you least expect it.,Rock the Kasbah,5.2,0
20000000,Action,346808,"[{'name': 'Universum Film (UFA)', 'id': 12372}, {'name': 'Thaba Media', 'id': 20243}, {'name': 'Azari Media', 'id': 65734}]",8/1/2015,August,133332,,Momentum,5.9,0
1379375,Drama,319993,"[{'name': 'HI Film Productions', 'id': 8698}, {'name': 'Klas Film', 'id': 70098}, {'name': 'Endorfilm', 'id': 80500}]",1/22/2015,January,105097,,Aferim!,7.5,0
10000000,Horror,146301,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Blumhouse Productions', 'id': 3172}]",10/21/2015,October,78096553,You can't save them. All you can do is watch.,Paranormal Activity: The Ghost Dimension,5,0
5000000,Drama,266639,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Blumhouse Productions', 'id': 3172}, {'name': 'Hasbro Studios', 'id': 22826}, {'name': 'Allspark Pictures', 'id': 57031}]",10/22/2015,October,2333684,Every Generation Needs a Voice.,Jem and the Holograms,5.4,0
25000000,Drama,293646,"[{'name': 'Alcon Entertainment', 'id': 1088}, {'name': 'Phoenix Pictures', 'id': 11317}, {'name': 'Fabula', 'id': 24459}, {'name': 'Half Circle', 'id': 60255}]",8/6/2015,August,24902723,Hope Runs Deep,The 33,6,0
11930000,Drama,298382,"[{'name': 'Screen Australia', 'id': 7584}, {'name': 'Film Art Media', 'id': 36733}, {'name': 'White Hot Productions', 'id': 78549}, {'name': 'Ingenious Senior Film Fund', 'id': 86901}, {'name': 'Embankment Films', 'id': 86902}]",10/1/2015,October,18340000,Revenge is back in fashion,The Dressmaker,6.9,0
15000000,Drama,294016,"[{'name': 'Groundswell Productions', 'id': 4205}, {'name': 'Inimitable Pictures', 'id': 13470}, {'name': 'ShivHans Pictures', 'id': 33603}]",10/27/2015,October,8235661,Are you now or have you ever been...,Trumbo,7.3,0
12000000,Adventure,335462,"[{'name': 'Beijing Dengfeng International Culture', 'id': 65442}, {'name': 'Chunqiu Time Co.', 'id': 65443}, {'name': 'Nanking Military Area Command Of The TV Art Centre', 'id': 65444}]",4/2/2015,April,80000000,,Wolf Warrior,5.8,0
35000000,Drama,321741,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Village Roadshow Pictures', 'id': 79}, {'name': 'Scott Free Productions', 'id': 1645}, {'name': 'LStar Capital', 'id': 34034}, {'name': 'The Cantillon Company', 'id': 71170}, {'name': 'The Shuman Company', 'id': 71171}]",11/12/2015,November,50363790,Even Legends Need a Hero,Concussion,7,0
99000000,Animation,227973,"[{'name': 'Blue Sky Studios', 'id': 9383}, {'name': 'Twentieth Century Fox Animation', 'id': 11749}]",11/5/2015,November,246233113,The story of an underdog. And his dog.,The Peanuts Movie,6.5,0
380000,Comedy,114564,[],1/15/2010,January,520000,,Shikshanachya Aaicha Gho,8,0
37000000,Drama,312221,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}, {'name': 'Chartoff Winkler Productions', 'id': 88686}]",11/25/2015,November,173567581,Your legacy is more than a name,Creed,7.3,0
25000,Action,360203,[],11/5/2015,November,25000,How far can one man go?,Lost in the Sun,5.8,0
11000000,Drama,157827,"[{'name': 'Motlys', 'id': 2783}, {'name': 'Arte France CinÃ©ma', 'id': 6916}, {'name': 'Animal Kingdom', 'id': 26995}]",5/18/2015,May,161789,,Louder Than Bombs,6.7,0
8900000,Crime,336004,"[{'name': 'Emmett/Furla Films', 'id': 10405}, {'name': 'Silver Plane Films', 'id': 67776}, {'name': 'Mass Hysteria Entertainment', 'id': 67777}, {'name': 'Tri Vision Pictures', 'id': 67778}]",11/13/2015,November,4100000,Never make a bet you can't afford to lose.,Heist,5.6,0
17000000,Comedy,333348,"[{'name': 'Imagine Entertainment', 'id': 23}, {'name': 'Groundswell Productions', 'id': 4205}, {'name': 'CBS Films', 'id': 5490}]",11/12/2015,November,42426912,"Christmas means comfort, joy and chaos.",Love the Coopers,5.4,0
23400000,Drama,362136,"[{'name': 'Fox Star Studios', 'id': 12154}, {'name': 'Rajshri Productions', 'id': 66728}]",11/11/2015,November,67000000,,Prem Ratan Dhan Payo,5.6,0
3000000,Comedy,253192,"[{'name': 'Strela', 'id': 20103}]",1/1/2014,January,5279982,,Faster than Rabbits,6.3,0
105000000,Action,257088,"[{'name': 'Studio Babelsberg', 'id': 264}, {'name': 'Alcon Entertainment', 'id': 1088}, {'name': 'DMG Entertainment', 'id': 10289}, {'name': 'Ehman Productions', 'id': 70993}]",12/3/2015,December,133718711,The only law that matters is gravity,Point Break,5.5,0
500000,Comedy,31060,[],2/22/2008,February,5330000,,Recep Ä°vedik,5.4,0
1500000,Music,368330,[],11/12/2015,November,4400000,A dagger through the heart,Katyar Kaljat Ghusali,9,0
224056,Drama,284288,"[{'name': 'SLB Films', 'id': 3171}]",9/5/2014,September,15536328,,Mary Kom,7,0
6200000,Comedy,341895,"[{'name': 'Anwar Rasheed Entertainment', 'id': 32732}]",5/29/2015,May,11000000,Love,Premam,6.4,0
38000000,Adventure,299687,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'GK Films', 'id': 3281}, {'name': 'Material Pictures', 'id': 12139}, {'name': 'LStar Capital', 'id': 34034}]",1/14/2016,January,109906372,Protect Your Own,The 5th Wave,5.6,0
5904067,Action,336882,"[{'name': 'Fantefilm', 'id': 3079}, {'name': 'Film VÃ¤st', 'id': 74636}]",8/28/2015,August,12975143,It was only a matter of time.,The Wave,6.5,0
10000000,Fantasy,351694,"[{'name': 'Hengdian Chinese Film Production Co.', 'id': 59387}, {'name': 'Beijing Weiyingshidai Culture & Media', 'id': 59388}]",7/10/2015,July,150000000,Monkey King Hero Is Back,Monkey King: Hero Is Back,7.5,0
9600000,Drama,300693,"[{'name': 'Echo Lake Entertainment', 'id': 22308}, {'name': 'RatPac Entertainment', 'id': 28732}, {'name': 'Mythology Entertainment (II)', 'id': 34982}]",9/12/2015,September,2541554,,Truth,6.5,0
28000000,Comedy,318846,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Plan B Entertainment', 'id': 81}, {'name': 'Regency Enterprises', 'id': 508}]",12/11/2015,December,133346506,This is a true story.,The Big Short,7.3,5
1050255,Action,338930,"[{'name': 'Aashirvad Cinemas', 'id': 16401}, {'name': 'Maxlab Entertainments', 'id': 69483}]",8/20/2015,August,2250547,The Yellow Metal,Loham,4.4,0
